lact_num;avg_milk;avg_thi3
2;13.07;59.61
5;13.07;59.28
4;13.07;59.24
1;13.07;58.38
3;13.07;57.99
1;13.07;57.58
2;13.07;57.06
1;13.07;56.95
1;13.07;54.66
1;13.07;53.47
1;13.06;57.66
1;13.06;50.04
1;13.05;62.21
1;13.04;58.46
1;13.04;52.66
1;13.04;52.44
1;13.04;52.43
1;13.04;51.15
1;13.03;69.88
1;13.03;69.88
1;13.03;69.88
1;13.03;68.47
1;13.03;66.66
4;13.03;65.3
2;13.03;65.04
5;13.03;64.7
1;13.03;64.31
1;13.03;64.06
4;13.03;63.43
1;13.03;63.19
1;13.03;62.94
1;13.03;62.89
1;13.03;62.71
1;13.03;62.71
4;13.03;62.62
6;13.03;62.06
1;13.03;61.6
2;13.03;61.58
1;13.03;60.52
2;13.03;60.39
1;13.03;60.22
3;13.03;59.79
1;13.03;59.73
1;13.03;59.67
1;13.03;58.98
8;13.03;58.58
1;13.03;57.5
2;13.03;57.36
2;13.03;57.31
1;13.03;57.3
1;13.03;57.12
2;13.03;56.83
4;13.03;56.25
1;13.03;55.76
5;13.03;55.37
1;13.03;55.12
1;13.03;53.76
1;13.02;50.49
1;13;69.77
1;13;69.77
5;13;69.04
1;13;67.55
5;13;66.78
3;13;66.56
1;13;66.45
1;13;65.7
1;13;64.99
1;13;64.77
1;13;64.53
4;13;64.22
2;13;64.2
2;13;64.2
2;13;64.2
2;13;63.97
1;13;63.45
1;13;63.33
1;13;62.57
1;13;62.57
5;13;62.24
1;13;62.08
6;13;62.08
3;13;62.04
5;13;61.88
1;13;61.88
5;13;61.88
1;13;61.87
1;13;61.73
1;13;61.55
1;13;61.55
6;13;61.21
3;13;60.72
7;13;60.41
2;13;60.37
2;13;60.17
2;13;59.59
2;13;59.24
1;13;59.18
1;13;59.18
1;13;59.18
1;13;59.17
1;13;59.17
1;13;59.07
7;13;58.76
7;13;58.41
1;13;57.74
3;13;57.7
1;13;56.95
3;13;56.91
1;13;56.73
1;13;56.12
1;13;55.09
1;13;54.67
1;13;54.06
1;12.99;57.32
1;12.98;57.59
1;12.98;55.18
2;12.98;50.69
1;12.97;69.27
1;12.97;69.27
2;12.97;68.98
3;12.97;68.6
3;12.97;68.49
1;12.97;68.49
2;12.97;67.69
1;12.97;66.77
2;12.97;66.64
3;12.97;66.43
4;12.97;66.37
1;12.97;65.88
1;12.97;65.44
1;12.97;65.27
2;12.97;64.9
2;12.97;64.44
5;12.97;64.37
1;12.97;64.33
1;12.97;64.27
2;12.97;64.06
2;12.97;64.06
3;12.97;63.95
2;12.97;63.91
2;12.97;63.79
2;12.97;63.79
2;12.97;63.77
2;12.97;63.77
1;12.97;63.71
1;12.97;63.58
1;12.97;62.64
4;12.97;62.62
1;12.97;62.58
1;12.97;62.58
2;12.97;62.25
1;12.97;62.23
2;12.97;62.2
1;12.97;62.2
1;12.97;61.9
1;12.97;61.63
2;12.97;61.59
2;12.97;61.59
1;12.97;61.58
2;12.97;61.58
5;12.97;61.44
5;12.97;61.43
4;12.97;61.39
2;12.97;61.23
1;12.97;61.19
2;12.97;61.11
1;12.97;60.86
3;12.97;60.83
1;12.97;60.77
2;12.97;60.45
1;12.97;60.35
4;12.97;60.33
4;12.97;60.25
3;12.97;60.17
3;12.97;60.17
1;12.97;59.35
1;12.97;59.18
5;12.97;57.77
3;12.97;57.72
4;12.97;57.35
4;12.97;57.35
4;12.97;57.35
1;12.97;57.11
1;12.97;55.53
1;12.97;54.43
1;12.97;53.85
1;12.96;51.56
1;12.96;50.23
2;12.95;66.94
1;12.95;59.13
4;12.93;69.97
1;12.93;68.39
4;12.93;67.97
1;12.93;67.96
5;12.93;67.34
2;12.93;66.43
1;12.93;66.13
5;12.93;66.1
1;12.93;65.88
2;12.93;64.83
1;12.93;64.8
2;12.93;64.48
2;12.93;64.17
1;12.93;64.04
2;12.93;64.03
2;12.93;64.03
2;12.93;64.03
1;12.93;63.45
1;12.93;62.71
4;12.93;62.65
4;12.93;62.65
4;12.93;62.65
3;12.93;62.54
3;12.93;62.54
2;12.93;62.44
1;12.93;62.18
1;12.93;62.18
1;12.93;61.86
1;12.93;61.6
2;12.93;61.07
2;12.93;61.07
2;12.93;61.07
1;12.93;60.69
1;12.93;60.33
1;12.93;60.33
2;12.93;59.85
1;12.93;59.84
1;12.93;59.68
3;12.93;59.19
2;12.93;58.93
2;12.93;58.78
1;12.93;57.56
1;12.93;55.68
1;12.93;55.37
1;12.93;55.37
2;12.9;69.02
2;12.9;68.74
1;12.9;68.69
3;12.9;68.26
2;12.9;67.3
1;12.9;66.61
1;12.9;66.61
2;12.9;66.3
1;12.9;66.24
5;12.9;65.32
1;12.9;64.9
1;12.9;64.49
1;12.9;64.46
7;12.9;63.39
1;12.9;62.68
3;12.9;62.41
1;12.9;62.29
1;12.9;61.91
2;12.9;61.27
2;12.9;61.06
2;12.9;60.78
2;12.9;60.78
2;12.9;60.16
2;12.9;60.1
1;12.9;59.96
1;12.9;59.89
4;12.9;59.18
3;12.9;58.64
1;12.9;57.97
2;12.9;57.92
1;12.9;57.31
1;12.9;57.27
1;12.9;57.27
1;12.9;57.25
1;12.9;57.19
1;12.9;57.02
1;12.9;57.02
1;12.9;55.16
1;12.9;54.48
2;12.9;52.75
1;12.89;59.31
1;12.89;56.24
1;12.89;51.71
4;12.87;69.83
4;12.87;69.6
1;12.87;69.27
1;12.87;68.96
6;12.87;67.77
2;12.87;66.82
1;12.87;66.4
2;12.87;66.14
2;12.87;66.14
6;12.87;65.9
1;12.87;65.39
6;12.87;64.92
2;12.87;64.73
2;12.87;64.6
2;12.87;64.6
1;12.87;64.54
1;12.87;64.29
1;12.87;64.24
1;12.87;64.13
1;12.87;64.13
2;12.87;64.02
2;12.87;63.77
1;12.87;63.52
1;12.87;63.47
1;12.87;63.47
2;12.87;63.23
3;12.87;63.15
3;12.87;63.09
1;12.87;62.94
1;12.87;62.94
1;12.87;62.94
3;12.87;62.88
3;12.87;62.88
1;12.87;62.69
1;12.87;62.69
2;12.87;62.46
3;12.87;62.01
3;12.87;61.91
1;12.87;61.85
1;12.87;61.63
1;12.87;61.63
1;12.87;60.49
1;12.87;60.31
2;12.87;60.18
2;12.87;60.18
2;12.87;60.03
4;12.87;59.73
7;12.87;59.23
2;12.87;59.14
2;12.87;58.82
1;12.87;58.62
8;12.87;58.35
1;12.87;58.24
1;12.87;58.21
1;12.87;58.14
1;12.87;57.72
1;12.87;57.72
1;12.87;57.66
1;12.87;55.8
5;12.87;55.61
1;12.87;54.9
2;12.87;54.74
1;12.87;51.87
2;12.83;69.93
5;12.83;69.6
5;12.83;69.6
1;12.83;69.19
4;12.83;69.09
1;12.83;67.8
2;12.83;67.79
1;12.83;67.35
1;12.83;67.35
3;12.83;66.5
2;12.83;65.98
1;12.83;65.87
5;12.83;65.19
2;12.83;64.17
1;12.83;63.79
1;12.83;63.55
5;12.83;63.44
5;12.83;63.44
2;12.83;62.97
8;12.83;62.63
5;12.83;62.14
5;12.83;62.14
1;12.83;62.06
1;12.83;61.8
2;12.83;60.99
2;12.83;60.27
2;12.83;60.27
1;12.83;59.99
4;12.83;59.98
2;12.83;59.98
2;12.83;59.98
2;12.83;59.78
2;12.83;59.61
1;12.83;59.3
1;12.83;59.3
1;12.83;58.86
1;12.83;58.86
1;12.83;57.32
1;12.83;56.09
1;12.83;53.85
3;12.83;53.27
1;12.82;51.95
1;12.8;67.94
1;12.8;67.5
1;12.8;67.44
9;12.8;67.43
2;12.8;67.26
2;12.8;67.17
2;12.8;67.17
1;12.8;66.61
1;12.8;66.53
6;12.8;65.66
2;12.8;65.31
2;12.8;65.03
2;12.8;65.03
1;12.8;64.76
1;12.8;64.23
6;12.8;64.17
6;12.8;64.17
1;12.8;64.07
5;12.8;63.72
1;12.8;63.24
4;12.8;63.15
2;12.8;62.75
2;12.8;62.74
2;12.8;62.74
1;12.8;62.7
1;12.8;62.68
1;12.8;62.68
3;12.8;62.66
10;12.8;62.52
3;12.8;62.25
4;12.8;62.16
1;12.8;61.93
1;12.8;61.93
2;12.8;61.71
1;12.8;61.26
6;12.8;61.07
3;12.8;60.44
1;12.8;59.99
1;12.8;59.99
4;12.8;59.84
1;12.8;58.46
2;12.8;58.36
1;12.8;58.06
1;12.8;57.02
4;12.8;56.95
2;12.8;55.58
7;12.8;54.98
1;12.8;54.96
1;12.8;54.32
3;12.8;53.56
7;12.8;52.84
2;12.78;52.82
1;12.78;51.91
2;12.77;69.96
6;12.77;69.29
1;12.77;69.04
2;12.77;68.42
1;12.77;67.64
2;12.77;67.64
1;12.77;67.27
1;12.77;67.27
6;12.77;66.92
1;12.77;65.89
2;12.77;65.45
2;12.77;64.44
2;12.77;64.37
5;12.77;63.91
2;12.77;63.9
7;12.77;63.87
7;12.77;63.87
7;12.77;63.87
2;12.77;63.59
3;12.77;63.4
1;12.77;62.98
1;12.77;62.98
1;12.77;62.79
2;12.77;62.76
1;12.77;62.48
1;12.77;62.42
2;12.77;62.33
6;12.77;62.12
3;12.77;61.94
1;12.77;61.93
2;12.77;61.83
2;12.77;61.83
1;12.77;61.09
2;12.77;61.09
2;12.77;61.09
6;12.77;60.58
4;12.77;59.46
1;12.77;59.18
2;12.77;59.09
1;12.77;57.95
1;12.77;57.95
1;12.77;57.74
2;12.77;57.74
2;12.77;57.74
4;12.77;57.17
9;12.77;55.3
1;12.77;53.8
1;12.76;57.65
1;12.75;53.54
1;12.74;54.09
2;12.74;52.27
3;12.73;68.26
2;12.73;67.93
2;12.73;67.93
7;12.73;67.38
2;12.73;66.4
2;12.73;66.4
2;12.73;66.32
1;12.73;66.2
2;12.73;65.87
7;12.73;64.86
2;12.73;64.84
2;12.73;64.73
2;12.73;64.73
1;12.73;64.31
1;12.73;64.16
2;12.73;63.87
1;12.73;63.76
1;12.73;63.05
1;12.73;62.75
2;12.73;62.49
1;12.73;62.43
1;12.73;61.98
1;12.73;61.98
1;12.73;61.88
1;12.73;61.69
1;12.73;61.64
1;12.73;61.39
1;12.73;61.37
2;12.73;61.34
3;12.73;60.89
3;12.73;60.52
3;12.73;60.36
1;12.73;60.02
1;12.73;59.41
2;12.73;58.41
1;12.73;58.04
4;12.73;57.16
2;12.73;57.09
1;12.73;56.52
1;12.73;56.16
1;12.73;56.16
2;12.73;55.93
1;12.73;54.57
1;12.72;51.8
1;12.71;60.81
2;12.71;59.71
3;12.7;69.22
1;12.7;68.88
1;12.7;68.88
1;12.7;67.18
1;12.7;67.18
1;12.7;67.14
3;12.7;66.92
2;12.7;66.87
2;12.7;66.71
1;12.7;65.52
1;12.7;65.44
1;12.7;65
1;12.7;64.84
1;12.7;64.68
1;12.7;64.26
1;12.7;63.43
4;12.7;63.01
4;12.7;62.63
1;12.7;62.61
1;12.7;62.61
2;12.7;62.6
1;12.7;62.25
1;12.7;61.79
2;12.7;61.5
1;12.7;61.21
1;12.7;60.92
1;12.7;60.92
6;12.7;60.63
1;12.7;59.94
2;12.7;59.62
3;12.7;59.44
1;12.7;59.38
1;12.7;59.26
2;12.7;58.4
2;12.7;57.22
1;12.7;56.97
4;12.7;55.85
4;12.7;55.85
3;12.7;54.99
2;12.7;53.02
2;12.7;53
2;12.69;51.73
1;12.68;56.53
1;12.67;69.88
1;12.67;69.88
7;12.67;69.69
3;12.67;69.07
3;12.67;67.23
2;12.67;66.95
2;12.67;66.89
1;12.67;66.88
1;12.67;65.92
3;12.67;65.81
2;12.67;65.75
2;12.67;65.61
2;12.67;64.76
3;12.67;64.48
1;12.67;64.47
1;12.67;64.41
1;12.67;63.95
1;12.67;63.88
1;12.67;63.88
1;12.67;63.82
1;12.67;63.82
1;12.67;63.8
3;12.67;63.6
8;12.67;63.36
3;12.67;63.02
6;12.67;62.63
6;12.67;62.63
5;12.67;62.23
2;12.67;61.92
1;12.67;61.8
1;12.67;61.75
2;12.67;61.72
2;12.67;61.67
2;12.67;61.67
4;12.67;61.51
1;12.67;61.43
2;12.67;61.29
2;12.67;61.29
1;12.67;61.1
3;12.67;60.97
1;12.67;60.78
1;12.67;60.78
1;12.67;60.78
2;12.67;60.67
2;12.67;60.67
1;12.67;60.51
2;12.67;60.24
5;12.67;60.07
2;12.67;59.76
2;12.67;59.76
1;12.67;59.12
2;12.67;58.51
2;12.67;58.37
9;12.67;58.32
1;12.67;57.67
4;12.67;57.32
2;12.67;55.69
1;12.67;55.05
2;12.67;54.99
2;12.67;54.99
2;12.67;50.67
1;12.66;56.61
1;12.64;53.86
2;12.63;69.33
2;12.63;69.32
2;12.63;69.32
5;12.63;68.95
2;12.63;68.29
2;12.63;68.17
2;12.63;67.3
2;12.63;67.3
2;12.63;67.16
2;12.63;65.9
2;12.63;65.62
2;12.63;65.62
4;12.63;65.25
4;12.63;64.8
3;12.63;64.5
1;12.63;64.4
1;12.63;64.29
2;12.63;64.12
2;12.63;64.12
1;12.63;63.86
1;12.63;63.86
1;12.63;63.72
4;12.63;62.68
1;12.63;62.61
1;12.63;62.42
2;12.63;62.41
2;12.63;62.41
1;12.63;61.83
2;12.63;61.81
8;12.63;61.32
8;12.63;61.06
1;12.63;60.9
4;12.63;60.37
1;12.63;60.31
3;12.63;60.12
3;12.63;60.12
3;12.63;59.93
2;12.63;59.09
1;12.63;58.78
2;12.63;58.75
3;12.63;57.92
5;12.63;57.46
1;12.63;57
1;12.63;57
2;12.63;55.7
1;12.63;55.41
1;12.63;54.71
5;12.63;54.41
1;12.63;54.03
1;12.63;54.03
2;12.61;53.35
3;12.61;53.1
1;12.61;52.19
2;12.61;52.05
1;12.6;69.11
2;12.6;69.04
1;12.6;68.55
3;12.6;68.51
6;12.6;68.4
1;12.6;67.16
4;12.6;66.78
2;12.6;66.66
1;12.6;66.52
1;12.6;66.5
2;12.6;65.39
1;12.6;65.39
1;12.6;65.24
1;12.6;65.19
1;12.6;65.19
1;12.6;64.8
3;12.6;64.68
1;12.6;64.51
1;12.6;64.46
6;12.6;64.27
2;12.6;64.25
3;12.6;63.76
3;12.6;63.66
3;12.6;63.48
1;12.6;63.33
6;12.6;63.31
1;12.6;63.3
1;12.6;63.3
1;12.6;63.24
1;12.6;63.24
2;12.6;62.98
1;12.6;62.46
5;12.6;62.24
2;12.6;61.9
1;12.6;61.79
1;12.6;61.54
2;12.6;60.68
1;12.6;60.33
2;12.6;60.22
1;12.6;60.15
1;12.6;60.14
2;12.6;60.13
2;12.6;60.13
2;12.6;60.13
2;12.6;60.13
1;12.6;59.95
1;12.6;59.93
1;12.6;59.61
7;12.6;59.36
7;12.6;59.36
3;12.6;59.13
1;12.6;58.38
2;12.6;58.37
2;12.6;57.29
1;12.6;56.81
1;12.6;56.81
6;12.6;55.72
1;12.6;55.69
2;12.6;55.29
2;12.6;55.09
8;12.6;52.38
8;12.6;52.38
1;12.59;61.1
1;12.59;56.95
1;12.59;56.95
2;12.59;55.11
1;12.58;50.17
1;12.57;66.83
2;12.57;66.75
2;12.57;66.75
1;12.57;66.75
1;12.57;66.75
1;12.57;65.55
1;12.57;65.08
2;12.57;64.93
1;12.57;64.75
2;12.57;64.32
2;12.57;64.32
2;12.57;64.32
1;12.57;64.15
1;12.57;63.72
2;12.57;63.3
5;12.57;63.07
5;12.57;63.07
1;12.57;62.14
2;12.57;62.04
2;12.57;62.01
2;12.57;61.77
2;12.57;61.76
1;12.57;61.76
1;12.57;61.71
3;12.57;61.34
1;12.57;61.07
1;12.57;61.07
3;12.57;60.83
3;12.57;60.42
1;12.57;58.91
2;12.57;58.8
3;12.57;58.52
7;12.57;57.54
2;12.57;56.65
2;12.57;56.65
10;12.57;56.2
10;12.57;56
1;12.57;55.7
1;12.57;55.27
2;12.57;54.43
5;12.57;53.96
3;12.57;52.9
2;12.57;51.7
2;12.53;67.46
8;12.53;66.71
3;12.53;66.7
2;12.53;66.58
2;12.53;66.08
1;12.53;66.07
1;12.53;65.27
3;12.53;64.95
3;12.53;64.95
3;12.53;64.7
7;12.53;64.25
2;12.53;63.3
1;12.53;63.18
2;12.53;62.98
1;12.53;62.57
2;12.53;62.53
1;12.53;62.1
2;12.53;61.97
2;12.53;61.69
1;12.53;61.39
1;12.53;60.89
1;12.53;60.87
1;12.53;60.58
2;12.53;60.46
1;12.53;60.16
1;12.53;60.16
1;12.53;60.16
2;12.53;59.72
8;12.53;59.03
2;12.53;58.97
2;12.53;58.68
1;12.53;58.49
2;12.53;58.35
1;12.53;58.09
1;12.53;57.95
3;12.53;57.8
3;12.53;57.71
1;12.53;52.89
6;12.53;50.81
1;12.5;68.49
1;12.5;67.74
2;12.5;67.14
2;12.5;66.42
1;12.5;66.16
2;12.5;65.93
2;12.5;65.53
2;12.5;65.53
1;12.5;65.46
2;12.5;64.92
1;12.5;64.7
1;12.5;64.23
1;12.5;64.14
1;12.5;64.1
2;12.5;63.26
1;12.5;63.02
7;12.5;62.6
3;12.5;62.11
2;12.5;62.01
2;12.5;62.01
4;12.5;61.73
2;12.5;60.66
1;12.5;59.08
1;12.5;59.08
1;12.5;59.03
2;12.5;58.91
2;12.5;58.91
1;12.5;58.87
1;12.5;58.87
2;12.5;58.81
5;12.5;58.81
5;12.5;58.81
1;12.5;57.01
2;12.5;54.54
2;12.5;54.54
4;12.5;53.75
1;12.5;51.7
1;12.49;57.03
1;12.49;54.24
4;12.48;56.63
1;12.48;55.71
1;12.48;53.63
5;12.47;69.03
7;12.47;68.49
2;12.47;68.05
2;12.47;67.95
4;12.47;66.32
2;12.47;65.61
1;12.47;65.61
10;12.47;65.43
7;12.47;64.9
1;12.47;63.58
1;12.47;63.54
2;12.47;63.05
2;12.47;62.87
2;12.47;62.3
1;12.47;62.22
4;12.47;62.14
2;12.47;61.64
2;12.47;61.64
1;12.47;61.47
2;12.47;61.25
1;12.47;60.94
1;12.47;60.72
4;12.47;59.84
2;12.47;59.64
2;12.47;59.61
5;12.47;59.51
1;12.47;59.23
6;12.47;59.09
1;12.47;58.89
2;12.47;58.37
1;12.47;57.77
2;12.47;57.55
2;12.47;57.5
2;12.47;57.5
2;12.47;54.4
7;12.46;59.04
1;12.46;53.97
1;12.46;51.32
6;12.43;69.21
1;12.43;69.01
1;12.43;69.01
1;12.43;69.01
2;12.43;68.28
1;12.43;68.16
1;12.43;67.79
1;12.43;67.79
4;12.43;66.6
2;12.43;66.19
2;12.43;66.19
2;12.43;66.19
1;12.43;66.16
2;12.43;66.15
3;12.43;64.8
1;12.43;64.8
2;12.43;62.6
1;12.43;62.43
3;12.43;62.28
1;12.43;61.5
3;12.43;60.81
1;12.43;60.79
1;12.43;60.66
1;12.43;60.46
2;12.43;60.27
2;12.43;60.27
4;12.43;59.85
2;12.43;59.46
2;12.43;59.46
7;12.43;59.36
1;12.43;58.93
2;12.43;58.81
2;12.43;58.48
2;12.43;58.37
2;12.43;58.37
2;12.43;58.37
1;12.43;57.11
3;12.43;54.94
3;12.43;54.94
1;12.43;51.09
1;12.42;58.85
2;12.41;51.97
1;12.4;67.71
2;12.4;67.45
2;12.4;67.25
2;12.4;66.65
2;12.4;66.65
2;12.4;66.65
5;12.4;66.45
3;12.4;66.21
1;12.4;66.08
4;12.4;66.04
7;12.4;65.87
5;12.4;65.74
1;12.4;65.41
1;12.4;65.37
1;12.4;65.37
2;12.4;65.14
1;12.4;64.19
1;12.4;64.19
2;12.4;63.55
4;12.4;63.5
1;12.4;63.35
1;12.4;63.35
1;12.4;63.1
2;12.4;63
1;12.4;62.37
2;12.4;62.14
1;12.4;62.07
5;12.4;61.96
2;12.4;61.76
2;12.4;61.74
2;12.4;61.36
1;12.4;60.95
5;12.4;60.8
4;12.4;60.5
3;12.4;60.35
2;12.4;60.24
2;12.4;60.08
1;12.4;60.08
2;12.4;59.64
1;12.4;59.08
1;12.4;58.58
4;12.4;58.41
2;12.4;58.29
2;12.4;58.29
1;12.4;57.98
1;12.4;57.67
3;12.4;57.65
5;12.4;57.53
2;12.4;57.46
2;12.4;56.86
5;12.4;53.61
5;12.4;52.67
1;12.38;51.99
1;12.37;69.42
1;12.37;68.21
1;12.37;68.21
1;12.37;67.59
1;12.37;67.59
3;12.37;66.79
4;12.37;66.71
2;12.37;66.45
2;12.37;66.45
2;12.37;66.44
2;12.37;66.15
1;12.37;65.62
1;12.37;64.68
1;12.37;64.51
1;12.37;63.94
2;12.37;63.93
4;12.37;63.79
1;12.37;63.5
1;12.37;63.29
1;12.37;63.14
1;12.37;62.7
5;12.37;62.43
3;12.37;61.82
5;12.37;61.82
2;12.37;61.77
2;12.37;61.7
2;12.37;61.7
2;12.37;61.28
1;12.37;60.99
2;12.37;60.61
2;12.37;59.82
2;12.37;59.81
2;12.37;59.81
10;12.37;59.44
3;12.37;58.68
2;12.37;58.44
1;12.37;58.43
3;12.37;58.17
1;12.37;58.03
3;12.37;57.83
1;12.37;57.71
2;12.37;57.22
3;12.37;57.11
1;12.37;56.58
4;12.37;54.39
2;12.37;53.9
2;12.37;53.27
1;12.35;50.69
1;12.33;69.04
1;12.33;68.64
3;12.33;68.24
1;12.33;67.86
1;12.33;67.75
2;12.33;67.36
2;12.33;67.16
1;12.33;66.59
4;12.33;66.58
5;12.33;66.51
4;12.33;66.45
1;12.33;66.37
1;12.33;66.22
1;12.33;66.22
1;12.33;66
1;12.33;65.97
1;12.33;65.79
1;12.33;65.73
2;12.33;65.67
1;12.33;65.25
2;12.33;64.94
2;12.33;64.94
1;12.33;64.93
2;12.33;64.74
2;12.33;64.61
7;12.33;64.54
2;12.33;64.38
2;12.33;64.38
1;12.33;64.18
2;12.33;63.62
3;12.33;63.57
1;12.33;63.41
4;12.33;63.3
4;12.33;63.3
1;12.33;63.18
5;12.33;62.81
2;12.33;62.57
1;12.33;62.52
1;12.33;62.52
3;12.33;62.44
3;12.33;62.4
2;12.33;62.2
1;12.33;62.17
2;12.33;61.93
4;12.33;60.68
4;12.33;60.62
2;12.33;60.11
2;12.33;59.73
1;12.33;59.24
1;12.33;58.95
1;12.33;58.87
1;12.33;58.87
2;12.33;58.51
2;12.33;58.51
3;12.33;58
3;12.33;56.8
3;12.33;56.8
3;12.33;56.8
7;12.33;55.75
1;12.33;55.31
3;12.33;55.16
2;12.33;54.88
2;12.33;52.69
2;12.3;67.78
2;12.3;67.78
2;12.3;67.65
2;12.3;67.53
5;12.3;67.24
2;12.3;67.16
8;12.3;66.9
1;12.3;66.46
4;12.3;65.64
1;12.3;65.29
1;12.3;65.05
4;12.3;64.6
1;12.3;64.35
2;12.3;64.17
1;12.3;62.82
1;12.3;62.68
1;12.3;61.44
1;12.3;61.44
3;12.3;61.11
2;12.3;60.87
1;12.3;60.67
2;12.3;59.22
2;12.3;59.19
2;12.3;59.19
4;12.3;59.11
1;12.3;58.95
1;12.3;58.95
4;12.3;58.44
2;12.3;57.06
2;12.3;57.06
1;12.3;56.54
2;12.3;56.4
2;12.3;56.4
2;12.3;56.4
2;12.3;54.93
1;12.3;54.92
2;12.3;54.28
5;12.3;53.06
1;12.29;55.48
1;12.27;67.71
2;12.27;67.48
3;12.27;66.99
1;12.27;66.35
1;12.27;65.97
1;12.27;65.97
3;12.27;65.8
1;12.27;65.74
1;12.27;65.33
6;12.27;65.04
1;12.27;64.55
2;12.27;64.45
1;12.27;63.32
2;12.27;62.91
1;12.27;62.82
1;12.27;62.82
1;12.27;62.74
2;12.27;62.24
2;12.27;62.24
2;12.27;62.24
2;12.27;62.24
4;12.27;62.16
2;12.27;62.11
2;12.27;62.11
1;12.27;61.64
3;12.27;61.5
1;12.27;61.46
2;12.27;61.29
2;12.27;61.29
1;12.27;61.27
1;12.27;61.27
1;12.27;61.01
2;12.27;60.76
3;12.27;60.68
3;12.27;60.62
2;12.27;60.53
1;12.27;60.31
4;12.27;60.21
2;12.27;60.21
2;12.27;59.77
5;12.27;59.75
2;12.27;59.33
2;12.27;59.22
3;12.27;58.79
3;12.27;58.46
1;12.27;56.78
1;12.27;55.51
2;12.27;55.01
3;12.27;54.9
1;12.25;57.4
2;12.25;55.58
2;12.23;69.14
1;12.23;67.29
1;12.23;67.09
2;12.23;66.95
2;12.23;66.95
2;12.23;65.51
2;12.23;65.51
2;12.23;64.77
4;12.23;64.59
1;12.23;64.3
1;12.23;64.3
2;12.23;64.05
3;12.23;63.51
1;12.23;63.42
2;12.23;63.39
6;12.23;63.38
1;12.23;63.35
1;12.23;63.1
2;12.23;62.87
3;12.23;62.46
2;12.23;62.23
1;12.23;62.2
1;12.23;62.15
1;12.23;61.92
2;12.23;61.45
2;12.23;61.35
2;12.23;61.15
2;12.23;61.15
1;12.23;60.68
1;12.23;60.03
1;12.23;59.79
1;12.23;59.02
1;12.23;58.87
1;12.23;58.87
4;12.23;58.4
1;12.23;58.09
1;12.23;58.03
1;12.23;56.39
2;12.23;55.14
2;12.23;54.45
1;12.22;50.93
1;12.2;69.16
1;12.2;67.75
1;12.2;67.58
1;12.2;67.58
1;12.2;66.64
1;12.2;66.59
6;12.2;66.26
5;12.2;66.08
1;12.2;65.65
3;12.2;65.54
3;12.2;65.48
2;12.2;64.84
1;12.2;64.57
5;12.2;64.37
1;12.2;64.03
8;12.2;63.59
3;12.2;63.35
2;12.2;62.38
2;12.2;62.38
2;12.2;62.36
2;12.2;62.31
2;12.2;62.31
2;12.2;62.31
2;12.2;62.31
2;12.2;62.14
1;12.2;62.12
1;12.2;62.05
2;12.2;61.99
2;12.2;61.81
2;12.2;61.67
1;12.2;61.52
5;12.2;61.17
2;12.2;60.95
2;12.2;60.95
2;12.2;60.92
5;12.2;60.62
1;12.2;59.98
1;12.2;59.46
1;12.2;59.41
2;12.2;59.33
1;12.2;58.94
1;12.2;58.46
1;12.2;58.46
7;12.2;57.98
1;12.2;57.41
1;12.2;56.68
1;12.2;56.42
3;12.2;56.25
1;12.2;56.24
1;12.2;56.24
1;12.2;55.77
1;12.2;55.16
2;12.2;55.08
2;12.2;53.43
2;12.2;53.43
2;12.2;53.43
2;12.2;53.43
1;12.2;53.25
2;12.2;52.47
4;12.2;52.41
4;12.2;52.41
1;12.18;54
1;12.17;69.03
1;12.17;68.54
1;12.17;68.26
2;12.17;67.73
6;12.17;67.53
2;12.17;66.98
2;12.17;66.93
1;12.17;66.4
1;12.17;65.37
1;12.17;64.19
4;12.17;63.64
5;12.17;62.67
2;12.17;61.87
2;12.17;61.84
1;12.17;61.63
5;12.17;61.17
1;12.17;61.07
1;12.17;60.96
1;12.17;60.83
1;12.17;60.81
2;12.17;60.44
1;12.17;60.05
2;12.17;59.25
1;12.17;51.57
1;12.16;57.82
4;12.16;52.1
1;12.15;65.97
2;12.13;69.76
2;12.13;69.21
1;12.13;68.16
1;12.13;67.12
1;12.13;67.12
1;12.13;66.67
1;12.13;66.41
2;12.13;66.19
2;12.13;66.19
1;12.13;66.1
1;12.13;65.99
1;12.13;65.95
1;12.13;65.95
2;12.13;65.77
1;12.13;65.65
3;12.13;65.57
1;12.13;65.5
1;12.13;65.44
2;12.13;65.19
1;12.13;64.9
1;12.13;64.19
1;12.13;64.19
1;12.13;64.19
3;12.13;64.18
1;12.13;64.05
1;12.13;63.94
1;12.13;63.76
1;12.13;63.69
1;12.13;63.2
5;12.13;63.06
1;12.13;62.94
1;12.13;62.79
1;12.13;62.59
1;12.13;62.59
9;12.13;62.39
4;12.13;62.24
5;12.13;62.12
1;12.13;62.08
1;12.13;61.79
1;12.13;61.77
1;12.13;61.76
2;12.13;61.44
2;12.13;61.44
2;12.13;61.44
2;12.13;60.83
1;12.13;60.76
1;12.13;60.72
9;12.13;60.57
2;12.13;60.23
5;12.13;59.93
3;12.13;59.77
1;12.13;59.71
1;12.13;59.23
1;12.13;58.83
1;12.13;58.7
1;12.13;58.7
2;12.13;58.59
1;12.13;58.28
1;12.13;57.3
1;12.13;55.99
1;12.13;55.99
1;12.13;55.8
1;12.13;55.79
